slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__lambda_prior,num__rank_power,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score,num__n_classes,author_lb_best,author_lb_rank,totalVotes,lastRunTime,score,bucket
mtoshidesu__0-934-birdclef-2026-clean-visual-pipeline,mtoshidesu/0-934-birdclef-2026-clean-visual-pipeline,0-934-birdclef-2026-clean-visual-pipeline.ipynb,24,11.0,13.0,2512.0,43604,"# 🐦 BirdCLEF 2026 Submit Pipeline — Visual Cell Structure

A compact, cell-by-cell version of the original notebook. The execution logic is kept in the same order: **ProtoSSM → SED → Rank Blend**.
",,,0,,0,,,0,,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,0.0,,12.0,5.0,0.4,0.4,,0.4,0.35,0.4,,,,0.948,341.0,10,2026-05-06 01:47:16.023000,0.948,4.elite_0.948-0.955
mtoshidesu__0-937-birdclef-2026-true-end-to-end-pipeline,mtoshidesu/0-937-birdclef-2026-true-end-to-end-pipeline,0-937-birdclef-2026-true-end-to-end-pipeline.ipynb,24,11.0,13.0,2624.0,43964,"# 🐦 BirdCLEF 2026 — Cache-Free Real Pipeline

A reproducible, cell-structured version of the original logic. The execution order is kept: **ProtoSSM → SED → Rank Blend**. External Perch train caches are disabled; train features are generated inside this notebook.",,,0,,0,,,0,,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,0.0,,12.0,5.0,0.4,0.4,,0.4,0.35,0.4,,,,0.948,341.0,6,2026-05-05 13:53:12.647000,0.948,4.elite_0.948-0.955
mtoshidesu__birdclef-2026,mtoshidesu/birdclef-2026,birdclef-2026.ipynb,18,16.0,2.0,1251.0,40008,"# 🐦 BirdCLEF 2026 — Complete Fixed Multi-Resolution Submit Notebook

This is a full cleaned rewrite focused on eliminating the previous errors.

## Included

| Requirement | Status |
|---|---|
| Complete cell separation | ✅ |
| seaborn visualization | ✅ |
| CPU-only | ✅ |
| hidden test support | ✅ |
| row_id synchronization | ✅ |
| Proto 15-window + SED 12-window alignment | ✅ |
| Safe cache rebui",,,0,,0,,,0,,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,15.0,5.0,0.35,0.35,0.4,,,0.35,,,,0.948,341.0,84,2026-05-12 14:30:46.647000,0.948,4.elite_0.948-0.955
mtoshidesu__birdclef-2026-0-941-public-lb-onnx-perch-pr,mtoshidesu/birdclef-2026-0-941-public-lb-onnx-perch-pr,birdclef-2026-0-941-public-lb-onnx-perch-pr.ipynb,52,28.0,24.0,14540.0,76219,"# BirdCLEF+ 2026 | Visual Explained Public CPU Pipeline

This notebook keeps the original logic unchanged and adds clearer explanations, visual flow diagrams, and audit-friendly section summaries.

**Main pipeline:** ONNX Perch → ProtoSSM sequence modeling → Residual correction → Distilled SED → rank-average final blend.

> Note: The score claim and public-input attribution are preserved from the ",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.948,341.0,86,2026-05-10 15:03:37.880000,0.948,4.elite_0.948-0.955
mtoshidesu__birdclef-2026-0-947-lb-public-pipeline-reproduced,mtoshidesu/birdclef-2026-0-947-lb-public-pipeline-reproduced,birdclef-2026-0-947-lb-public-pipeline-reproduced.ipynb,37,16.0,21.0,8986.0,63904,"# BirdCLEF 2026 0.947 LB: Public Pipeline Reproduced & Explained

This notebook is a reproducibility and explanation study of a high-scoring public BirdCLEF 2026 pipeline.

The goal is not only to run the pipeline, but also to clarify:
- how the inference flow works
- where external caches are used
- why the score reaches around 0.947 LB
- what small improvements were tested
- ",,,0,,0,0.947,0.946,2,0.947,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.947,,0.948,341.0,160,2026-05-15 06:03:18.223000,0.947,3.high_0.940-0.948
mtoshidesu__birdclef-2026-visual-cpu-inference,mtoshidesu/birdclef-2026-visual-cpu-inference,birdclef-2026-visual-cpu-inference.ipynb,38,16.0,22.0,9345.0,80446,"This notebook is an explanatory fork/derivative of the original high-scoring public notebook.The core inference logic is based on the original author’s work.My contribution is adding structured explanations, cell organization, visual notes, and making the pipeline easier to understand.

",,,0,,0,0.949,0.949,1,0.949,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,0.6,,,0.948,341.0,17,2026-05-17 15:47:15.137000,0.948,4.elite_0.948-0.955
mtoshidesu__birdclef-visualization-notebook,mtoshidesu/birdclef-visualization-notebook,birdclef-visualization-notebook.ipynb,5,1.0,4.0,763.0,6918,"# BirdCLEF Visualization Notebook

This notebook explores bird audio through both **save-safe static views** and an **interactive synchronized runtime demo**.

It is designed to help readers understand bird sounds across:
- time-domain waveforms
- frequency-domain spectrograms
- direct audio playback

The notebook is organized in two ways:
1. **Save-safe visualization** for stable notebook renderi",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.948,341.0,41,2026-05-17 01:23:32.483000,0.948,4.elite_0.948-0.955
mtoshidesu__lb-improved,mtoshidesu/lb-improved,lb-improved.ipynb,16,15.0,1.0,804.0,72974,"# 🐦 BirdCLEF 2026 — Score-Recovery + Memory-Safe Commit Notebook

This version restores the score-sensitive parts that were removed too aggressively in the previous memory-safe rewrite.

## Default strategy

| Component | Default | Reason |
|---|---:|---|
| Original ProtoSSM-style model | ON | recover ranking power |
| Full Proto TTA | ON | likely score-sensitive |
| MLP probes | ON | recovers sec",,,0,,0,,,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,0.6,,,0.948,341.0,35,2026-05-16 14:29:39.307000,0.948,4.elite_0.948-0.955
mtoshidesu__test-0-929-mod-w11-oof-framework-miaaaf,mtoshidesu/test-0-929-mod-w11-oof-framework-miaaaf,test-0-929-mod-w11-oof-framework-miaaaf.ipynb,37,19.0,18.0,862.0,79097,"# BirdCLEF 2026 — ProtoSSM V19 Split Notebook

This version is split into runnable Kaggle cells to reduce execution-order and giant-cell errors. Run from top to bottom.",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,300.0,0.948,341.0,36,2026-04-22 14:52:38.757000,0.948,4.elite_0.948-0.955
mtoshidesu__test-0-948,mtoshidesu/test-0-948,test-0-948.ipynb,12,11.0,1.0,433.0,66559,"# BirdCLEF 2026 — Score Recovery Memory-Safe Commit Version

This notebook is based on the supplied 0.948-style code, with only these memory-risk parts removed or changed:

- BirdNET block removed
- TensorFlow SavedModel is not preloaded when ONNX Perch is available
- `batch_files` reduced from 16 to 8

The effective final blend remains ProtoSSM 60% + SED 40%, matching the original fallback behavi",,,0,,0,0.948,0.948,1,0.948,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,0.6,,,0.948,341.0,14,2026-05-17 00:07:02.847000,0.948,4.elite_0.948-0.955
muhammaddanyalmalik__eda-we-should-do-birdclef-2026,muhammaddanyalmalik/eda-we-should-do-birdclef-2026,eda-we-should-do-birdclef-2026.ipynb,14,13.0,1.0,280.0,1828,"# BirdCLEF 2026 – Exploratory Data Analysis (EDA)

This notebook explores the dataset for the Kaggle BirdCLEF 2026 competition.
It includes:
- Dataset overview
- Species distribution
- Audio waveform visualization
- Spectrogram and Mel spectrogram analysis
- Taxonomy exploration
",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.899,2268.0,11,2026-03-12 10:53:08.463000,0.899,0.weak_<0.900
myso1987__pytorch-starter1-crop-audio-5s,myso1987/pytorch-starter1-crop-audio-5s,pytorch-starter1-crop-audio-5s.ipynb,6,5.0,1.0,194.0,1025,"* Training Notebook [here.](https://www.kaggle.com/code/myso1987/pytorch-starter2-train-baseline-5s)
* Inference Notebook [here.](https://www.kaggle.com/code/myso1987/pytorch-starter3-submit-5s)",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,myso1987/pytorch-starter2-train-baseline-5s|myso1987/pytorch-starter3-submit-5s,,,,,,,,,,,,0.695,3135.0,7,2026-03-12 08:36:06.687000,0.695,0.weak_<0.900
myso1987__pytorch-starter2-train-baseline-5s,myso1987/pytorch-starter2-train-baseline-5s,pytorch-starter2-train-baseline-5s.ipynb,19,12.0,7.0,250.0,6166,"* Inference Notebook [here.](https://www.kaggle.com/code/myso1987/pytorch-starter3-submit-5s)
* Dataset Creation [here](https://www.kaggle.com/code/myso1987/pytorch-starter1-crop-audio-5s)",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,myso1987/pytorch-starter1-crop-audio-5s|myso1987/pytorch-starter3-submit-5s,,,,,,,,,,,,0.695,3135.0,10,2026-03-12 08:38:29.670000,0.695,0.weak_<0.900
myso1987__pytorch-starter3-submit-5s,myso1987/pytorch-starter3-submit-5s,pytorch-starter3-submit-5s.ipynb,8,7.0,1.0,195.0,4377,"* Training Notebook [here.](https://www.kaggle.com/code/myso1987/pytorch-starter2-train-baseline-5s)
* Dataset Creation [here](https://www.kaggle.com/code/myso1987/pytorch-starter1-crop-audio-5s)",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,myso1987/pytorch-starter1-crop-audio-5s|myso1987/pytorch-starter2-train-baseline-5s,,,,,,,,,,,,0.695,3135.0,10,2026-03-12 08:39:28.360000,0.695,0.weak_<0.900
naddsyf__birdclef-2026-pengaruhekstrakkulitmanggis,naddsyf/birdclef-2026-pengaruhekstrakkulitmanggis,birdclef-2026-pengaruhekstrakkulitmanggis.ipynb,11,11.0,0.0,0.0,5457,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.728,3064.0,5,2026-03-24 12:38:00.637000,0.728,0.weak_<0.900
needless090__birdclef-2026-iter-pseudo-perch-sed-lb-0-934-s,needless090/birdclef-2026-iter-pseudo-perch-sed-lb-0-934-s,birdclef-2026-iter-pseudo-perch-sed-lb-0-934-s.ipynb,54,34.0,20.0,3195.0,120802,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.949,65.0,221,2026-04-21 11:18:14.867000,0.949,4.elite_0.948-0.955
needless090__birdclef-2026-iter-pseudo-perch-sed-lb-0-935-ft,needless090/birdclef-2026-iter-pseudo-perch-sed-lb-0-935-ft,birdclef-2026-iter-pseudo-perch-sed-lb-0-935-ft.ipynb,41,28.0,13.0,9557.0,79975,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.949,65.0,86,2026-05-12 01:20:54.480000,0.949,4.elite_0.948-0.955
needless090__birdclef-2026-perch-sed-lb-0-946-clap,needless090/birdclef-2026-perch-sed-lb-0-946-clap,birdclef-2026-perch-sed-lb-0-946-clap.ipynb,44,31.0,13.0,9557.0,85072,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,2.0,kosuke123/birdclef-2026-mattia-tricks-safe|mtoshidesu/birdclef-2026-0-941-public-lb-onnx-perch-pr,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.949,65.0,74,2026-05-08 14:06:48.753000,0.949,4.elite_0.948-0.955
nina2025__birdclef-2026-eos-3,nina2025/birdclef-2026-eos-3,birdclef-2026-eos-3.ipynb,34,18.0,16.0,7511.0,713581,"### [BirdCLEF+ 2026](https://www.kaggle.com/competitions/birdclef-2026/code?competitionId=129329&sortBy=scoreDescending&excludeNonAccessedDatasources=true)

Acoustic Species Identification in the Pantanal, South America
   
| &nbsp;| &nbsp; | &nbsp; | &nbsp; | &nbsp; | &nbsp; | &nbsp; |
| - | :-: | :-: | :-: | :-: | :-: | :-: |
| [Model](#Model_1)_1 <br> [Model](#Model_2)_2 | [0.917](https://www.k",0.947,0.9470|0.9280,2,,0,0.985,0.912,16,0.947,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,11.0,hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train|imaadmahmood/birdclef-2026-perch-v2-protossm-0-925|mattiaangeli/birdclef-2026-0-943-better-blend|mattiaangeli/birdclef-protossm-efficientnet-sed-all-public|mtoshidesu/tedbirdclef-2026-improved|nikitababich/birdclef2025-1st-place-inference|nina2025/birdclef-2026-ensemble-of-solutions-3|nina2025/birdclef-2026-onnx-perch-proto-sed,12.0,5.0,0.4,0.5,0.4,0.4,0.35,0.4,,,,0.948,165.0,109,2026-05-14 00:19:27.570000,0.947,3.high_0.940-0.948
nina2025__birdclef-2026-eos-4,nina2025/birdclef-2026-eos-4,birdclef-2026-eos-4.ipynb,20,10.0,10.0,5316.0,361977,"&nbsp;

**Dear colleagues and friends**! &nbsp; Please listen:

In this notebook, we'll attempt to vertically divide two tests and assign slightly different weights to each half. We think we should notice something. First, we'll simply divide it into two even halves. Then we'll shift the cutoff point—first in one direction and then in the other. In short, it's about a 2-3-day journey.

First, we'l",0.948,0.9480|0.9280,2,0.948,1,0.999,0.912,9,0.948,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,8.0,hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train|mtoshidesu/tedbirdclef-2026-improved|nikitababich/birdclef2025-1st-place-inference|nina2025/birdclef-2026-ensemble-of-solutions|nina2025/birdclef-2026-eos-4|pilkwang/948-birdclef-26-acoustic-time-window-rank-fusion|pilkwang/birdclef-2026-safe-ensemble|tuckerarrants/bc2026-distilled-sed,12.0,5.0,0.4,0.5,0.4,0.4,0.3,0.4,0.6,,,0.948,165.0,198,2026-05-17 01:08:38.970000,0.948,4.elite_0.948-0.955
nvnikhil0001__birdclef-2026-data-analysis-and-sample-submission,nvnikhil0001/birdclef-2026-data-analysis-and-sample-submission,birdclef-2026-data-analysis-and-sample-submission.ipynb,33,19.0,14.0,1697.0,3917,"# BirdCLEF+ 2026 🐦🌿  
## Bioacoustic Species Detection from the Brazilian Pantanal

---

## Overview

The goal of the BirdCLEF+ 2026 competition is to identify **animal species calling in environmental audio recordings** collected in the Brazilian Pantanal.

Participants must build machine learning models capable of detecting the presence of multiple species in **1-minute soundscape recordings**.
",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.5,3426.0,11,2026-03-15 19:40:24.150000,0.5,0.weak_<0.900
octaviograu__birdclef26-exp-v4-rank-power,octaviograu/birdclef26-exp-v4-rank-power,birdclef26-exp-v4-rank-power.ipynb,52,32.0,20.0,3195.0,108607,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.948,279.0,5,2026-04-07 10:25:08.127000,0.948,4.elite_0.948-0.955
overvalueawareness__bc25-separation-voice-from-data,overvalueawareness/bc25-separation-voice-from-data,bc25-separation-voice-from-data.ipynb,8,4.0,4.0,521.0,1339,"## Some recordings contain human voice

As @martinapreusse [said](https://www.kaggle.com/competitions/birdclef-2025/discussion/567551#3148665), 
> All recordings of the author Fabio A. Sarria-S contain a human voice.

Let's look at them and delete all unnecessary sounds!",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.948,330.0,7,2026-03-28 23:47:43.817000,0.948,4.elite_0.948-0.955
pacerq__birdclef2026-v34-optimal,pacerq/birdclef2026-v34-optimal,birdclef2026-v34-optimal.ipynb,46,26.0,20.0,3005.0,102892,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.931,1447.0,4,2026-04-06 00:41:25.937000,0.931,2.mid_0.925-0.940
pacerq__v51-onnx-cache-0-943-params,pacerq/v51-onnx-cache-0-943-params,v51-onnx-cache-0-943-params.ipynb,21,21.0,0.0,0.0,85753,,,,0,,0,0.943,0.943,1,0.943,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.931,1447.0,22,2026-04-08 08:24:20.803000,0.931,2.mid_0.925-0.940
pawanmali__hybrid-prototype-classifier-deep-dive,pawanmali/hybrid-prototype-classifier-deep-dive,hybrid-prototype-classifier-deep-dive.ipynb,19,5.0,14.0,9997.0,9422,"# BirdCLEF 2026: Hybrid Prototype Classifier Deep Dive

**A Research Notebook on Advanced Audio Classification for Wildlife Monitoring**

---

## Overview

This notebook presents novel research insights from developing a **Hybrid Prototype Classifier** for the BirdCLEF+ 2026 competition. Our approach achieves **0.9388 mean CV AUC** through several key innovations:

- 🎯 **Multi-Prototype Learning**",,,0,,0,0.9456,0.8645,15,0.9456,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.946,883.0,7,2026-05-11 10:28:08.233000,0.946,3.high_0.940-0.948
pilkwang__948-birdclef-26-acoustic-time-window-rank-fusion,pilkwang/948-birdclef-26-acoustic-time-window-rank-fusion,948-birdclef-26-acoustic-time-window-rank-fusion.ipynb,12,7.0,5.0,3322.0,79561,"# BirdCLEF+ 2026 | Acoustic Time-Window Rank Fusion

References and thanks: F.A.Nina's [BirdCLEF+ 2026 | EoS.4](https://www.kaggle.com/code/nina2025/birdclef-2026-eos-4) and Karnakbayev Artur's [Power optimization](https://www.kaggle.com/code/karnakbaevarthur/power-optimization).

## Prediction Model

```text
p_final = G(0.600 * R(p_proto) + 0.400 * R(p_sed))
```

`R` is a class-wise percentile ra",0.948,0.9480,1,0.948,1,0.999,0.948,2,0.948,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,2.0,karnakbaevarthur/power-optimization|nina2025/birdclef-2026-eos-4,12.0,5.0,0.4,0.5,0.4,0.4,0.3,0.4,0.6,,,0.948,156.0,77,2026-05-16 22:47:44.307000,0.948,4.elite_0.948-0.955
pilkwang__birdclef-2026-walkthrough-for-the-perch-use,pilkwang/birdclef-2026-walkthrough-for-the-perch-use,birdclef-2026-walkthrough-for-the-perch-use.ipynb,35,19.0,16.0,27570.0,17503,"# BirdCLEF+ 2026 — Walkthrough for the Perch Use

> **Who this is for:** You've heard about Perch (Google's pretrained bird audio model) and want to use it for BirdCLEF+ 2026, but aren't sure where the pieces fit together. This notebook walks through every design decision — why each step exists, what each number means, and what to try next.

---

## What Is This Notebook?

This is a **complete, CP",,,0,,0,,,0,,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1.0,pilkwang/perch-v2-embedding-precomputation-for-dataset**,,5.0,,,,,,,,,,0.948,156.0,5,2026-03-22 09:25:26.120000,0.948,4.elite_0.948-0.955
pradeeshrajan__birdclef2026-keepimproving,pradeeshrajan/birdclef2026-keepimproving,birdclef2026-keepimproving.ipynb,45,25.0,20.0,2816.0,96629,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.927,1671.0,13,2026-03-26 03:05:00.100000,0.927,2.mid_0.925-0.940
pradeeshrajan__pantanal-distill-birdclef2026-improvement,pradeeshrajan/pantanal-distill-birdclef2026-improvement,pantanal-distill-birdclef2026-improvement.ipynb,54,34.0,20.0,3195.0,108028,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.927,1671.0,134,2026-04-16 08:36:17.200000,0.927,2.mid_0.925-0.940
pulkitsahu89__birdtransform-transformer-audio-classifier,pulkitsahu89/birdtransform-transformer-audio-classifier,birdtransform-transformer-audio-classifier.ipynb,32,20.0,12.0,7047.0,24169,"# BirdTransform - BirdCLEF 2026 Using Transformer 🦜
## 📌 Overview
### **🌿 Recognising Species for Biodiversity Monitoring Using Transformers**  

Tropical wetlands are home to diverse and endangered wildlife. The **[Pantanal wetlands of Brazil](https://en.wikipedia.org/wiki/Pantanal)** are one of the largest and most biodiverse wetland ecosystems in the world, providing habitat for hundreds of spe",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1.0,pulkitsahu89/birdtransform-pre-trained-model-v1-1,,,,,,,,,,,,0.561,3294.0,13,2026-03-21 17:51:52.990000,0.561,0.weak_<0.900
rauffauzanrambe__birdclef-2026-ai-loadreficient,rauffauzanrambe/birdclef-2026-ai-loadreficient,birdclef-2026-ai-loadreficient.ipynb,3,3.0,0.0,0.0,8291,,,,0,,0,,,0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.948,219.0,8,2026-04-22 08:20:44.510000,0.948,4.elite_0.948-0.955
rauffauzanrambe__birdclef-2026-deep-neural-network-global-smart,rauffauzanrambe/birdclef-2026-deep-neural-network-global-smart,birdclef-2026-deep-neural-network-global-smart.ipynb,26,20.0,6.0,2328.0,18533,"# BirdCLEF+ 2026: Deep Neural Network for Global Bird Sound Identification

## Introduction

Bird vocalizations provide valuable information about biodiversity and ecosystem health. Automatic bird sound recognition has become an important task in bioacoustics, enabling large-scale monitoring of bird populations across different regions of the world.

The **BirdCLEF+ 2026 challenge** focuses on ide",,,0,,0,,,0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.948,219.0,20,2026-03-14 10:22:36.783000,0.948,4.elite_0.948-0.955
